"","Group","X"
"87","Group A",3.5598681831883
"88","Group A",3.51645540471894
"89","Group A",0.94910581075806
"90","Group A",2.92789702203426
"91","Group A",3.60053045485356
"92","Group A",4.05456753845139
"93","Group A",4.48603107694194
"94","Group A",1.28807093905338
"95","Group A",2.67722741656573
"96","Group A",4.35399624339943
"97","Group A",2.78804845869692
"98","Group A",4.38119422119756
"99","Group A",2.35624371462692
"100","Group A",3.3120224474249
"101","Group A",1.94573678607668
"102","Group A",2.02796687121706
"103","Group A",1.64516226872082
"104","Group A",3.38321166473704
"105","Group A",3.20934647465046
"106","Group A",2.41978440003777
"107","Group A",5.66352861259152
"108","Group A",2.62716850564331
"109","Group A",2.75863207995556
"110","Group A",1.21050115225998
"111","Group A",3.15576534476011
"112","Group A",2.63291305231203
"113","Group A",2.78269718988648
"114","Group A",3.14256152611214
"115","Group A",1.43818550169722
"116","Group A",2.76474710132097
"117","Group A",2.70493753071333
"118","Group A",5.53929186258732
"119","Group A",3.45997024186979
"120","Group A",1.85177609151871
"121","Group A",3.87328009750091
"122","Group A",3.86522070192827
"123","Group A",4.93007185469502
"124","Group A",1.7818855932466
"125","Group A",1.75093873215998
"126","Group A",3.65708706933917
"127","Group A",3.47414394885923
"128","Group A",1.75389732001205
"129","Group A",3.10255425059312
"130","Group A",4.36502486861271
"131","Group A",2.17508073442965
"132","Group A",2.95962565488397
"133","Group A",1.07702845131352
"134","Group A",4.23372325891626
"135","Group A",4.67469225360121
"136","Group A",2.98617986820797
"137","Group A",2.54205810965076
"138","Group A",2.61566114683607
"139","Group A",1.042684546815
"140","Group A",1.09836357776385
"141","Group A",2.64749417036782
"142","Group A",2.31918862382273
"143","Group A",2.97605068824843
"144","Group A",2.71155288116979
"145","Group A",3.7992725006567
"146","Group A",2.94366634098081
"147","Group A",1.61247694168422
"148","Group A",2.63221363436704
"149","Group A",2.73644508276731
"150","Group A",3.65210590505415
"151","Group A",2.56811294005336
"152","Group A",3.53798072618389
"153","Group A",3.47401946606553
"154","Group A",4.01584367725382
"155","Group A",2.62675720796826
"156","Group A",2.1186235253752
"157","Group A",3.71982305042992
"158","Group A",3.31353322953581
"159","Group A",3.88645978392392
"160","Group A",2.49653114788942
"161","Group A",1.77568396326708
"162","Group A",2.42625323031557
"163","Group A",3.88701036709445
"164","Group A",2.46196841251039
"165","Group A",2.56558218829609
"166","Group A",3.87649658664445
"167","Group A",2.04975208341812
"168","Group A",2.43066000000466
"169","Group A",3.50393107290577
"170","Group A",4.35983326840236
"171","Group A",2.85147333111453
"172","Group A",0.202932099555718
"173","Group A",2.91072960232929
"174","Group A",2.41927472059914
"175","Group A",4.05887735182684
"176","Group A",2.23562923195311
"177","Group A",4.56566215318662
"178","Group A",0.4618775227609
"179","Group A",3.38953863404023
"180","Group A",2.96697392989303
"181","Group A",2.54918903305762
"182","Group A",2.49036507699185
"183","Group A",4.61891414084446
"184","Group A",4.3571290312361
"185","Group A",2.70292909995601
"186","Group A",3.10726547211281
"187","Group A",2.03763053938709
"188","Group A",2.24238011578007
"189","Group A",1.33966836757288
"190","Group A",2.24587751458334
"191","Group A",2.9312448593923
"192","Group A",4.0974300153165
"193","Group A",3.87294639972359
"194","Group A",2.61977070462501
"195","Group A",2.59050174474999
"196","Group A",3.17061700124551
"197","Group A",2.02365437590148
"198","Group A",2.15086271161075
"199","Group A",1.26000167689096
"200","Group A",3.94909973249444
"201","Group A",4.39867657141718
"202","Group A",4.05259530071816
"203","Group A",1.64266096537914
"204","Group A",3.64543882176344
"205","Group A",2.1693393137662
"206","Group A",2.62832906618517
"207","Group A",3.89487613122802
"208","Group A",4.93241495559819
"209","Group A",3.39844841793587
"210","Group A",4.92717893771616
"211","Group A",3.02393303304232
"212","Group A",3.57797664821947
"213","Group A",3.80567259628901
"214","Group A",3.93513105253147
"215","Group A",3.3643960958018
"216","Group A",3.18322816737384
"217","Group A",1.78883384685311
"218","Group A",0.713060344902046
"219","Group A",3.03465246399975
"220","Group A",1.62092960802531
"221","Group A",3.3945879923681
"222","Group A",3.05992319343307
"223","Group A",3.57676330433339
"224","Group A",3.623355232775
"225","Group A",-0.360464486442844
"226","Group A",3.320192465467
"227","Group A",2.89780362785584
"228","Group A",1.57682176177428
"229","Group A",0.976880701084073
"230","Group A",2.97925999413975
"231","Group A",2.68919549105808
"232","Group A",2.41084779125557
"233","Group A",2.59403437105876
"234","Group A",2.78063978999185
"235","Group A",2.46750262760246
"236","Group A",3.76301858198174
"237","Group A",2.08211604003753
"238","Group A",1.68300982986245
"239","Group A",3.14436795618776
"240","Group A",2.79811584953743
"241","Group A",2.55661476410042
"242","Group A",3.79053964856343
"243","Group A",3.82725071594416
"244","Group A",2.06238025074457
"245","Group A",4.69209077138446
"246","Group A",3.47297672369824
"247","Group A",5.17993418031649
"248","Group A",3.472460450184
"249","Group A",3.47264525165208
"250","Group A",3.55777458126963
"251","Group A",2.87295742912806
"252","Group A",4.34017237529823
"253","Group A",2.85946808714945
"254","Group A",2.77250726742969
"255","Group A",2.2690904181691
"256","Group A",3.68922221613678
"257","Group A",2.82659040401797
"258","Group A",2.2567733043413
"259","Group A",2.62400336600944
"260","Group A",2.50132233368339
"261","Group A",2.60652578602066
"262","Group A",1.69574536862126
"263","Group A",4.01730467702019
"264","Group A",2.64696380163231
"265","Group A",4.08609701491742
"266","Group A",0.850455913399914
"267","Group A",3.22757207921902
"268","Group A",3.99935106229933
"269","Group A",1.24113456060876
"270","Group A",5.20128677990924
"271","Group A",1.95875634872424
"272","Group A",4.73014615516396
"273","Group A",2.73468195465402
"274","Group A",3.69296108436323
"275","Group A",0.640830651528892
"276","Group A",4.35325812191646
"277","Group A",3.21284875595758
"278","Group A",2.22655307250672
"279","Group A",3.3306314537276
"280","Group A",3.90700551329719
"281","Group A",2.33195339425997
"282","Group A",1.99456652239727
"283","Group A",3.17104610101353
"284","Group A",2.40172924614115
"285","Group A",3.73374976382316
"286","Group A",2.12442966929012
"287","Group A",3.30048841210195
"288","Group A",1.30709148684194
"289","Group A",6.18609179612777
"290","Group A",2.10900798593951
"291","Group A",3.3274713237758
"292","Group A",2.86906217426487
"293","Group A",1.66275977253233
"294","Group A",2.19260475137907
"295","Group A",2.84699438440727
"296","Group A",0.925059361986607
"297","Group A",3.27809179436032
"298","Group A",3.18794825186854
"299","Group A",2.3215889318437
"300","Group A",3.09241063786421
"301","Group A",3.93700827276226
"302","Group A",2.65463082234086
"303","Group A",3.22669944035479
"304","Group A",2.88371491437364
"305","Group A",3.29773883017515
"306","Group A",4.05584815438096
"307","Group A",3.7723459967533
"308","Group A",2.75329364001534
"309","Group A",1.79479154492772
"310","Group A",4.09638545719403
"311","Group A",2.16405071252701
"312","Group A",3.25254304904615
"313","Group A",1.93098881276297
"314","Group A",5.36050257522171
"315","Group A",1.92974579378186
"316","Group A",2.40889031009246
"317","Group A",3.82711878249139
"318","Group A",2.66910881218783
"319","Group A",3.30115310147167
"320","Group A",2.43430423649687
"321","Group A",3.76993578774689
"322","Group A",3.10960074369219
"323","Group A",3.69865548276728
"324","Group A",2.46880917227913
"325","Group A",3.07331308868308
"326","Group A",3.87054686729147
"327","Group A",2.96478082999884
"328","Group A",3.18563251218553
"329","Group A",2.95211085675148
"330","Group A",4.78040627886965
"331","Group A",3.03103512539557
"332","Group A",4.25305689256397
"333","Group A",3.12019808274201
"334","Group A",3.4992229529504
"335","Group A",1.99843230469207
"336","Group A",3.04584198244205
"337","Group A",1.52981191518094
"338","Group A",3.52933516053664
"339","Group A",3.8699034534942
"340","Group A",2.58871281512311
"341","Group A",2.13516355084862
"342","Group A",3.202994305073
"343","Group A",3.58807764816917
"344","Group A",4.71777502472991
"345","Group A",4.62180419327519
"346","Group A",3.63947301211425
"347","Group A",3.21776085525791
"348","Group A",2.33941523830204
"349","Group A",4.14085434708362
"350","Group A",2.32310518163223
"351","Group A",2.67482747079113
"352","Group A",3.27865986913745
"353","Group A",2.24513656259015
"354","Group A",2.42901985128529
"355","Group A",2.37754295523687
"356","Group A",4.35735487880303
"357","Group A",2.03769495283668
"358","Group A",2.6151484612118
"359","Group A",3.65957546753749
"360","Group A",1.68239672675295
"361","Group A",3.20939908722481
"362","Group A",1.66453804300398
"363","Group A",4.84075377616179
"364","Group A",3.0539100416398
"365","Group A",2.70593000864226
"366","Group A",3.5517514647011
"367","Group A",2.29237238400863
"368","Group A",1.23994708809382
"369","Group A",3.39412198185952
"370","Group A",3.63955714234119
"371","Group A",2.63901456490509
"372","Group A",3.44453093894976
"373","Group A",4.53432736411121
"374","Group A",2.86260038139497
"375","Group A",3.01875787693776
"376","Group A",4.09347288875643
"377","Group A",2.60705038645256
"378","Group A",3.05754461796858
"379","Group A",2.33067256111944
"380","Group A",1.63218896655859
"381","Group A",1.88979895852768
"382","Group A",2.7265312000154
"383","Group A",2.91218340808654
"384","Group A",4.22935160228059
"385","Group A",3.55578238039781
"386","Group A",4.01692285292473
"387","Group A",2.88753144996731
"388","Group A",2.91056049466459
"389","Group A",1.49998423687371
"390","Group A",2.07908330149488
"391","Group A",3.72686888073152
"392","Group A",1.42766802339704
"393","Group A",4.570501220631
"394","Group A",3.08160296607723
"395","Group A",1.98081960817776
"396","Group A",2.83328341458155
"397","Group A",2.8234226270971
"398","Group A",2.40275873758791
"399","Group A",3.17414017335806
"400","Group A",3.18856352886713
"401","Group A",1.09598621834163
"402","Group A",2.07810885801733
"403","Group A",2.17121956085059
"404","Group A",4.09048318782798
"405","Group A",4.24738563940571
"406","Group A",3.59559840100051
"407","Group A",2.635553842864
"408","Group A",2.58883839925494
"409","Group A",2.89876476435395
"410","Group A",2.61582436417483
"411","Group A",2.91698397059338
"412","Group A",2.73125776698205
"413","Group A",3.93164854769564
"414","Group A",1.24584610727354
"415","Group A",2.55170810180435
"416","Group A",3.05558198481869
"417","Group A",3.19071836285714
"418","Group A",2.11213473443744
"419","Group A",1.55468997410796
"420","Group A",4.53556129046961
"421","Group A",5.43239055388404
"422","Group A",3.14933687592132
"423","Group A",2.97952175556411
"424","Group A",3.99527750511277
"425","Group A",3.59606044342653
"426","Group A",3.22173974238455
"427","Group A",2.86343808562378
"428","Group A",2.04593932274325
"429","Group A",4.94631604084224
"430","Group A",3.72367390945493
"431","Group A",4.03787260375068
"432","Group A",2.7661309234302
"433","Group A",3.68973774171357
"434","Group A",2.28033253068074
"435","Group A",3.09453780053056
"436","Group A",3.77409448479368
"437","Group A",2.93799340947969
"438","Group A",3.84334055669239
"439","Group A",4.55335199458177
"440","Group A",3.20562058335951
"441","Group A",2.73065235607456
"442","Group A",5.02471246883285
"443","Group A",4.34623548072089
"444","Group A",4.36122540720211
"445","Group A",3.71274401389362
"446","Group A",2.29422372099579
"447","Group A",2.57022298907751
"448","Group A",3.84676080781426
"449","Group A",4.23888384889179
"450","Group A",3.07907671036891
"451","Group A",4.15878223676629
"452","Group A",3.39690113171024
"453","Group A",3.02744866974326
"454","Group A",3.20714792254634
"455","Group A",3.23493424697522
"456","Group A",4.12337007567965
"457","Group A",4.1973627870635
"458","Group A",0.828130271147512
"459","Group A",3.34937083891982
"460","Group A",3.40967819059836
"461","Group A",2.02508123897322
"462","Group A",3.50518931933693
"463","Group A",3.44903014170186
"464","Group A",4.00132034363755
"465","Group A",2.07455135545283
"466","Group A",3.52517521628983
"467","Group A",4.26686602355009
"468","Group A",4.24884523119191
"469","Group A",2.28628720917908
"470","Group A",2.57748967456999
"471","Group A",4.27599558094805
"472","Group A",2.49512635415575
"473","Group A",3.88572763041122
"474","Group A",2.01485367244777
"475","Group A",3.12570799977714
"476","Group A",4.9027001119132
"477","Group A",4.30573287663629
"478","Group A",4.04229412374356
"479","Group A",2.71740640211609
"480","Group A",0.582466018899083
"481","Group A",3.05180303600931
"482","Group A",2.66165122342187
"483","Group A",1.51486873396343
"484","Group A",2.06464946315917
"485","Group A",2.64477445738589
"486","Group A",3.30532904242925
"487","Group A",1.3250524726809
"488","Group A",3.86556415720701
"489","Group A",3.11189004704869
"490","Group A",2.36625966072918
"491","Group A",3.2898334162043
"492","Group A",2.33849085264542
"493","Group A",4.13116141062726
"494","Group A",2.14834429018272
"495","Group A",2.06255117553171
"496","Group A",3.54730794200841
"497","Group A",0.126182575699371
"498","Group A",4.38969048149266
"499","Group A",3.77009002432614
"500","Group A",2.62717870449685
"501","Group A",2.49181562111809
"502","Group A",4.42611421340651
"503","Group A",0.173141507127833
"504","Group A",2.10651462636904
"505","Group A",1.60940675555872
"506","Group A",1.9424819709219
"507","Group A",3.35285634453354
"508","Group A",4.10244561222038
"509","Group A",-0.284500417001659
"510","Group A",2.05059063662815
"511","Group A",3.1143147868197
"512","Group A",2.96852398933291
"513","Group A",2.30164155394716
"514","Group A",4.2557735678342
"515","Group A",2.50502389717319
"516","Group A",2.87215754709973
"517","Group A",4.51896063157935
"518","Group A",1.40488785011863
"519","Group A",1.98750757632539
"520","Group A",2.48827739464404
"521","Group A",2.22335588771306
"522","Group A",1.82618301428676
"523","Group A",4.66005365122673
"524","Group A",2.57022135345579
"525","Group A",3.6685421580759
"526","Group A",1.9744884367682
"527","Group A",2.71640427685089
"528","Group A",5.24300104726835
"529","Group A",2.48219028981865
"530","Group A",1.52327684372256
"531","Group A",2.75867155070007
"532","Group A",2.47364566214538
"533","Group A",2.51499811282334
"534","Group A",3.74039126042089
"535","Group A",3.3251682153396
"536","Group A",2.96249501336431
"537","Group A",2.08705481864855
"538","Group A",2.91524318819031
"539","Group A",3.82908239347907
"540","Group A",2.75572456626285
"541","Group A",2.09120916327814
"542","Group A",2.05550126220764
"543","Group A",2.94177853911947
"544","Group A",2.74269622010564
"545","Group A",3.86085710392007
"546","Group A",3.20607110604791
"547","Group A",3.05954004403805
"548","Group A",3.34356049490228
"549","Group A",0.994397842673821
"550","Group A",3.47770818421328
"551","Group A",2.43294852984683
"552","Group A",3.33956771281179
"553","Group A",2.93943484556487
"554","Group A",3.64939140408892
"555","Group A",5.30380053827998
"556","Group A",2.81185480106205
"557","Group A",1.9050520480772
"558","Group A",3.77301643371897
"559","Group A",3.84837270134113
"560","Group A",2.447373296981
"561","Group A",3.50454127560665
"562","Group A",3.11726521853676
"563","Group A",3.20221195385555
"564","Group A",1.62579582416981
"565","Group A",3.11514254981402
"566","Group A",4.66457955276887
"567","Group A",2.68311731678389
"568","Group A",0.321110970543493
"569","Group A",2.42424692506924
"570","Group A",3.74235754003169
"571","Group A",3.77131024486371
"572","Group A",2.0684480720899
"573","Group A",3.64773622245741
"574","Group A",2.02582068307728
"575","Group A",3.45182578907123
"576","Group A",2.11320225932386
"577","Group A",1.81852704353558
"578","Group A",2.08804181174897
"579","Group A",4.06435926039832
"580","Group A",3.43625158275311
"581","Group A",1.97953879718
"582","Group A",1.88925227199616
"583","Group A",4.8201233669462
"584","Group A",3.57686525969671
"585","Group A",2.75116221676858
"586","Group A",2.29239812304375
"587","Group A",2.9769831567397
"588","Group A",2.56976991541263
"589","Group A",4.34510425758441
"590","Group A",2.12755366676666
"591","Group A",1.49350413918031
"592","Group A",2.53686630007816
"593","Group A",2.8401055702205
"594","Group A",3.32490740006208
"595","Group A",1.40145189114642
"596","Group A",4.37753465324529
"597","Group A",1.07023851530207
"598","Group A",3.71378389001178
"599","Group A",3.3640481090026
"600","Group A",3.60428791880001
"601","Group A",2.53446344353149
"602","Group A",3.18565351704891
"603","Group A",3.22919286466484
"604","Group A",2.19924728871338
"605","Group A",1.72054445868728
"606","Group A",2.72757743253354
"607","Group A",2.0711176196385
"608","Group A",2.59758929784829
"609","Group A",2.53669347231952
"610","Group A",3.65223905187856
"611","Group A",3.6865940486649
"612","Group A",3.30441509273681
"613","Group A",4.21077667509119
"614","Group A",2.08287054961156
"615","Group A",3.34678652504067
"616","Group A",2.61149383138357
"617","Group A",1.88676792236244
"618","Group A",2.24087169734308
"619","Group A",1.64291035659123
"620","Group A",1.74914898805663
"621","Group A",3.24349152533871
"622","Group A",3.41616420983548
"623","Group A",2.70759596393554
"624","Group A",2.62143023307612
"625","Group A",3.70385972067451
"626","Group A",1.8187918049083
"627","Group A",3.41929239480043
"628","Group A",3.2461197956802
"629","Group A",3.54353745022498
"630","Group A",1.70814028145226
"631","Group A",3.97013561500559
"632","Group A",3.38696084146071
"633","Group A",4.28967715104187
"634","Group A",4.33640132468928
"635","Group A",2.03954678538722
"636","Group A",3.21658480260824
"637","Group A",3.51480872821436
"638","Group A",2.42788299499345
"639","Group A",3.88579348443139
"640","Group A",3.87316887830276
"641","Group A",0.534140973783843
"642","Group A",0.950700125407412
"643","Group A",1.78683406711942
"644","Group A",3.18436112031329
"645","Group A",3.09217367861762
"646","Group A",2.23164587905338
"647","Group A",3.83427577975414
"648","Group A",3.05441566507097
"649","Group A",2.13180481610634
"650","Group A",0.726942780007075
"651","Group A",1.96395690371419
"652","Group A",2.65510405196268
"653","Group A",2.29779439838507
"654","Group A",3.57990281870365
"655","Group A",3.15331198623956
"656","Group A",2.14918349952988
"657","Group A",1.25353887931486
"658","Group A",1.86714744489162
"659","Group A",2.64758546194763
"660","Group A",4.67330826188417
"661","Group A",2.75796306639112
"662","Group A",0.811556189787197
"663","Group A",1.78545355406335
"664","Group A",4.03913050704501
"665","Group A",3.5277974828612
"666","Group A",4.24820197745396
"667","Group A",5.86896240727919
"668","Group A",4.03762332580167
"669","Group A",3.35671641237084
"670","Group A",4.56170639764862
"671","Group A",3.0887153950376
"672","Group A",2.08673992648455
"673","Group A",3.15206834844555
"674","Group A",2.84068221225931
"675","Group A",2.69285234142107
"676","Group A",2.31612882726832
"677","Group A",1.84149818173302
"678","Group A",1.65692402470391
"679","Group A",4.59890317013389
"680","Group A",3.1404587857708
"681","Group A",2.84887315692692
"682","Group A",3.60645946510013
"683","Group A",3.67961506087701
"684","Group A",2.48223348794831
"685","Group A",3.17737639664885
"686","Group A",2.89892364252763
"687","Group A",3.05998252965173
"688","Group A",3.25778877672938
"689","Group A",1.92021929954903
"690","Group A",3.31767057922485
"691","Group A",1.58902938384725
"692","Group A",4.45008926027385
"693","Group A",3.06271009749607
"694","Group A",1.37234413184217
"695","Group A",2.65846556561226
"696","Group A",2.72194523676807
"697","Group A",3.79658363884285
"698","Group A",2.40876154109264
"699","Group A",2.45064056159743
"700","Group A",2.98434518877134
"701","Group A",4.12800768558362
"702","Group A",2.04409805550043
"703","Group A",1.33697905729537
"704","Group A",2.34328205211257
"705","Group A",5.07639656120903
"706","Group A",3.13697849832856
"707","Group A",1.82191823366548
"708","Group A",2.71403058432783
"709","Group A",3.84916136604215
"710","Group A",0.432413324394103
"711","Group A",2.67883821654876
"712","Group A",3.06771582605527
"713","Group A",2.46275735870607
"714","Group A",3.53261570566641
"715","Group A",4.31587025002596
"716","Group A",2.90078463430042
"717","Group A",2.40139239262583
"718","Group A",2.99472508456194
"719","Group A",2.11599629304444
"720","Group A",1.87268130631241
"721","Group A",2.76760198286468
"722","Group A",1.44516086508675
"723","Group A",3.66296792406003
"724","Group A",1.94831137941305
"725","Group A",3.1837171409157
"726","Group A",1.57560769015836
"727","Group A",1.21801002863913
"728","Group A",2.50802927238855
"729","Group A",3.25896829096783
"730","Group A",4.00829295729261
"731","Group A",2.43933760367569
"732","Group A",2.09092078168581
"733","Group A",2.69991219172307
"734","Group A",3.10635021439634
"735","Group A",1.68331110549123
"736","Group A",1.37416307658588
"737","Group A",2.50939127182112
"738","Group A",3.15802796180965
"739","Group A",1.73419978026085
"740","Group A",2.81579069081849
"741","Group A",3.78910695499497
"742","Group A",3.27151880714522
"743","Group A",3.14450496396375
"744","Group A",2.54089910612448
"745","Group A",2.73726466955048
"746","Group A",4.49032610661826
"747","Group A",4.55675384837328
"748","Group A",2.88335345673566
"749","Group A",3.43779473612934
"750","Group A",4.11721617411519
"751","Group A",1.00564795042834
"752","Group A",2.70673760099685
"753","Group A",1.38608135100336
"754","Group A",4.29145641568685
"755","Group A",4.94744910381532
"756","Group A",1.58089411060039
"757","Group A",3.20573250372787
"758","Group A",3.66819979261838
"759","Group A",3.05758840699653
"760","Group A",3.87521502685499
"761","Group A",3.77885101585025
"762","Group A",2.74387552599839
"763","Group A",3.10839452204351
"764","Group A",2.67746496723674
"765","Group A",1.38022129794773
"766","Group A",4.752258597483
"767","Group A",1.86596403620123
"768","Group A",3.7436987239588
"769","Group A",2.21724358117693
"770","Group A",2.21688197016331
"771","Group A",2.31463788504806
"772","Group A",1.79327094685896
"773","Group A",3.51897102331257
"774","Group A",3.80895311283496
"775","Group A",2.15332966020345
"776","Group A",4.371899359334
"777","Group A",3.04796112900568
"778","Group A",3.92767173173049
"779","Group A",1.29955216606416
"780","Group A",1.66265622239728
"781","Group A",3.71246528535461
"782","Group A",1.73845584488508
"783","Group A",4.3144391502345
"784","Group A",1.82525734491113
"785","Group A",3.39294786171724
"786","Group A",3.67540900262358
"787","Group A",3.3991525021314
"788","Group A",2.8444409374532
"789","Group A",2.30846634560286
"790","Group A",1.78357160223314
"791","Group A",2.60526102143793
"792","Group A",3.82568795454134
"793","Group A",3.7268725928063
"794","Group A",1.93312713875323
"795","Group A",2.59341001411882
"796","Group A",2.94185349134831
"797","Group A",2.87529072329964
"798","Group A",2.5220779233507
"799","Group A",1.96585477560795
"800","Group A",4.00084516232875
"801","Group A",2.97288698278523
"802","Group A",2.05413239619317
"803","Group A",3.00676730960798
"804","Group A",0.183131594205511
"805","Group A",3.41340545370921
"806","Group A",2.84038850861273
"807","Group A",2.91338752952088
"808","Group A",2.49687883811529
"809","Group A",0.70834167126808
"810","Group A",3.63589585204012
"811","Group A",3.70387037542125
"812","Group A",3.90337580236019
"813","Group A",3.62018176061926
"814","Group A",3.4182070927446
"815","Group A",0.951266176844107
"816","Group A",3.40410085612718
"817","Group A",3.92592720090138
"818","Group A",2.38737058637266
"819","Group A",3.5173917775133
"820","Group A",3.54604759740596
"821","Group A",2.39207471098849
"822","Group A",3.41259003314311
"823","Group A",3.53516272023299
"824","Group A",4.14555229569828
"825","Group A",2.45327540496999
"826","Group A",4.23138861307695
"827","Group A",3.40696516707923
"828","Group A",2.46508977058614
"829","Group A",3.65383054651181
"830","Group A",2.04567439178684
"831","Group A",5.30570410557327
"832","Group A",3.881986548059
"833","Group A",1.80910220102804
"834","Group A",2.4201694277459
"835","Group A",4.22231627265041
"836","Group A",4.69589999472702
"837","Group A",1.90859700045517
"838","Group A",1.12432031406873
"839","Group A",3.48427142158216
"840","Group A",3.21685513321613
"841","Group A",1.77407890977016
"842","Group A",3.30747978247654
"843","Group A",2.64548401514944
"844","Group A",2.52537797278467
"845","Group A",3.4043620465143
"846","Group A",1.35111921053678
"847","Group A",2.38133286757623
"848","Group A",4.75637706829793
"849","Group A",3.15704845384291
"850","Group A",2.20342730210198
"851","Group A",4.27607391057218
"852","Group A",2.56412892727198
"853","Group A",3.64805364021884
"854","Group A",4.06296460991223
"855","Group A",3.40939935696242
"856","Group A",2.59847297086008
"857","Group A",3.48270408404073
"858","Group A",2.35650501120013
"859","Group A",1.94003823268239
"860","Group A",3.19168508898027
"861","Group A",4.58265699655655
"862","Group A",3.80924914327177
"863","Group A",3.88660557422057
"864","Group A",3.61496800856332
"865","Group A",1.83475649517393
"866","Group A",3.44659412021439
"867","Group A",3.76730263062928
"868","Group A",2.60797937043414
"869","Group A",2.92573685663122
"870","Group A",2.96428429978931
"871","Group A",2.60302136305968
"872","Group A",2.54318772045666
"873","Group A",2.16015871066679
"874","Group A",1.95146732847224
"875","Group A",2.72297565278916
"876","Group A",2.71212846966597
"877","Group A",2.00536433198216
"878","Group A",2.09284461277721
"879","Group A",3.28511858564827
"880","Group A",1.76160380293912
"881","Group A",4.07193435833309
"882","Group A",1.10349099855097
"883","Group A",2.1719306931399
"884","Group A",3.92414689427333
"885","Group A",3.875600255482
"886","Group A",4.3435254659818
"887","Group A",5.11331912670465
"888","Group A",1.77214130980075
"889","Group A",2.72487225616747
"890","Group A",2.49865372225871
"891","Group A",3.49425204527542
"892","Group A",3.80994960251999
"893","Group A",2.42354624740963
"894","Group A",0.328523626759437
"895","Group A",3.4638004230811
"896","Group A",3.18206644225702
"897","Group A",1.37880513163368
"898","Group A",3.7549220523541
"899","Group A",4.83944298247878
"900","Group A",4.35350948790441
"901","Group A",3.60482398887468
"902","Group A",2.4259838994553
"903","Group A",3.0869446207742
"904","Group A",2.617530492805
"905","Group A",2.41381968183884
"906","Group A",3.65230096830616
"907","Group A",3.46306946306396
"908","Group A",4.0030476843032
"909","Group A",2.32686197085927
"910","Group A",4.33519780756995
"911","Group A",3.40084737382966
"912","Group A",2.48532810708698
"913","Group A",3.5888356335676
"914","Group A",4.60233550415447
"915","Group A",2.63280250932207
"916","Group A",3.7819478869762
"917","Group A",2.551316073067
"918","Group A",1.12775101489624
"919","Group A",4.6090847027675
"920","Group A",3.35638653747257
"921","Group A",3.19303848751551
"922","Group A",2.35944140002391
"923","Group A",1.77314292317427
"924","Group A",3.1362955814502
"925","Group A",3.57120512595757
"926","Group A",1.13202329596747
"927","Group A",2.74775662778767
"928","Group A",1.9693395018792
"929","Group A",3.00971256631008
"930","Group A",5.16537427351499
"931","Group A",1.99370717627425
"932","Group A",4.18844704949151
"933","Group A",4.5140180987256
